"id","name","series","type","race","cost","star","maxLv","maxExp","minHp","maxHp","minAtk","maxAtk","hpGrow","atkGrow","blendValue","saleValue","leaderSkillName","leaderSkillEffect","activeSkillName","activeSkillEffect","activeSkillFactor","normalSkillName","normalSkillEffect","normalSkillFactor"," normalSkillColors","normalSkillName2","normalSkillEffect2","normalSkillFactor2"," normalSkillColors2","passiveSkillName","passiveSkillEffect","getPath1","getPath2","getPath3","evolveParts","evoFriendType","evoFriendRace,"evoFriendLv"
"477","稻草人 — Scarecrow","绿野仙踪","风","魔物","20","5","35","132934","804","1608","392","784","晚成","晚成","275","230","风属性提升：攻击Ⅲ — Wind Rise: AssaultIII","所有风属性Unit的ATK提升至2.5倍","全转换：风 — All-less: Wind","将手牌变成","","风‧表演 — Wind Show","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","稻草‧人偶 — Scarecrow","对全体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","无","有","","177 177 54","Lv.35或以上","不限","风"
"478","道化魔稻草人 — Scarecrow, the Clown Demon","绿野仙踪","风","魔物","25","6","99","5000000","1340","4021","653","1959","晚成","晚成","630","420","风属性提升：攻击Ⅲ — Wind Rise: AssaultIII","所有风属性Unit的ATK提升至2.5倍","全转换：风 — All-less: Wind","将手牌变成","","风‧现场 — Wind Live","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风","稻草‧人偶 — Scarecrow","对全体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","无","无","进化","","不限","不限","0"
"479","狮子 — Lion","绿野仙踪","光","兽","20","5","35","132934","760","1520","402","803","晚成","晚成","275","230","光属性提升：攻击Ⅲ — Light Rise: AssaultIII","所有光属性Unit的ATK提升至2.5倍","全转换：光 — All-less: Light","将手牌变成","","光‧表演 — Light Show","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","百兽‧之王 — King of Beast","对全体敌人造成2.5倍ATK的光属性攻击","2.5","光 光 光 光 光","","","无","有","","166 166 56","Lv.35或以上","不限","光"
"480","道化兽狮子 — Lion, the Clown Beast","绿野仙踪","光","兽","25","6","99","5000000","1267","3800","669","2008","晚成","晚成","630","420","光属性提升：攻击Ⅲ — Light Rise: AssaultIII","所有光属性Unit的ATK提升至2.5倍","全转换：光 — All-less: Light","将手牌变成","","光‧现场 — Light Live","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光","百兽‧之王 — King of Beast","对全体敌人造成2.5倍ATK的光属性攻击","2.5","光 光 光 光 光","","","无","无","进化","","不限","不限","0"
"481","桃乐丝 — Dorothy","绿野仙踪","闇","人类","20","5","35","132934","710","1420","373","745","晚成","晚成","275","230","闇属性提升：攻击Ⅲ — Dark Rise: AssaultIII","所有闇属性Unit的ATK提升至2.5倍","全转换：闇 — All-less: Dark","将手牌变成","","暗‧魔法 — Dark Magic","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","童话‧痛苦 — Märchen Pain","回复15%的HP","","心 闇","","","无","有","","179 70 58","Lv.35或以上","不限","闇"
"482","道化孃桃乐丝 — Dorothy, the Clown Lady","绿野仙踪","闇","人类","25","6","99","5000000","1183","3550","621","1862","晚成","晚成","630","420","闇属性提升：攻击Ⅲ — Dark Rise: AssaultIII","所有闇属性Unit的ATK提升至2.5倍","全转换：闇 — All-less: Dark","将手牌变成","","暗‧舞台 — Dark Stage","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇","童话‧痛苦 — Märchen Pain","回复15%的HP","","心 闇","","","无","无","进化","","不限","不限","0"
"483","机器人 — Tin Woodman","绿野仙踪","无","机械","20","5","35","132934","756","1512","413","826","晚成","晚成","275","230","无属性提升：攻击Ⅲ — None Rise: AssaultIII","所有无属性Unit的ATK提升至2.5倍","全转换：无 — All-less: None","将手牌变成","","无‧表演 — None Show","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无","垃圾‧射击 — Junk Shoot","对全体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无 无 无","","","无","有","","174 174 60","Lv.35或以上","不限","无"
"484","道化机机器人 — Tin Woodman, the Clown Machine","绿野仙踪","无","机械","25","6","99","5000000","1260","3780","689","2066","晚成","晚成","630","420","无属性提升：攻击Ⅲ — None Rise: AssaultIII","所有无属性Unit的ATK提升至2.5倍","全转换：无 — All-less: None","将手牌变成","","无‧现场 — None Live","对单体敌人造成2.3倍ATK的无属性攻击","2.3","无 无","垃圾‧射击 — Junk Shoot","对全体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无 无 无","","","无","无","进化","","不限","不限","0"
"485","小龙巧克力塔 — Little-dragon Chocolate Tart","情人节","火","龙","8","3","15","9643","62","471","53","188","早熟","早熟","300","100","","","","","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","","","","","","","无","无","","181 181","Lv.1或以上","不限","任何"
"486","龙巧克力塔 — Dragon Chocolate Tart","情人节","火","龙","15","4","50","220972","387","1007","140","459","早熟","早熟","335","150","龙族提升：生命 — Drago-Rise: Life","所有龙种族Unit的HP提升至1.5倍","スクシテヨトヤ","回复10%的HP","","火球 — Fire Ball","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","甘甜‧火 — Sweet Flare","对单体敌人造成1.6倍ATK的火属性攻击","1.6","水 风","","","无","无","进化","","不限","不限","0"
"487","小龙抹茶 — Little-dragon Matcha","情人节","风","龙","8","3","15","9643","60","425","54","180","早熟","早熟","300","100","","","","","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","","","","","","","无","无","","183 183","Lv.1或以上","不限","任何"
"488","龙抹茶 — Dragon Matcha","情人节","风","龙","15","4","50","220972","348","891","139","441","早熟","早熟","335","150","龙族提升：生命 — Drago-Rise: Life","所有龙种族Unit的HP提升至1.5倍","スクシテヨトヤ","回复10%的HP","","风球 — Wind Ball","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","甘甜‧风 — Sweet Wind","对单体敌人造成1.6倍ATK的风属性攻击","1.6","火 水","","","无","无","进化","","不限","不限","0"
"489","小龙巧克力棒 — Little-dragon Chocolate Bar","情人节","光","龙","8","3","15","9643","54","429","38","144","早熟","早熟","300","100","","","","","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","","","","","","","无","无","","184 184","Lv.1或以上","不限","任何"
"490","龙巧克力棒 — Dragon Chocolate Bar","情人节","光","龙","15","4","50","220972","350","911","106","352","早熟","早熟","335","150","龙族提升：生命 — Drago-Rise: Life","所有龙种族Unit的HP提升至1.5倍","スクシテヨトヤ","回复10%的HP","","光球 — Light Ball","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","甘甜‧光 — Sweet Light","对单体敌人造成1.6倍ATK的光属性攻击","1.6","闇 无","","","无","无","进化","","不限","不限","0"
"491","伊势 — Ise","情人节","火","龙","20","5","50","883884","279","1120","107","412","晚成","晚成","125","10","龙族提升：攻击 — Drago-Rise: Assault","所有龙种族Unit的ATK提升至1.5倍","スクシテヨトヤ","回复10%的HP","","龙之火 — Drago-Fire","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","义理巧克力 — Giri Choco","回复10%的HP","","心 火 闇","","","无","无","","185 181","Lv.35或以上","不限","火"
"492","甘女龙伊势 — Ise, the Sweet Girl Dragon","情人节","火","龙","35","6","99","5000000","933","2461","301","914","晚成","晚成","500","50","龙族提升：全部 — Drago-Rise: Shift","所有龙种族Unit的ATK和HP提升至1.5倍","スクシテヨトヤ","回复10%的HP","","ドラゴファイアラア","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火","本命巧克力 — Honmei Choco","回复15%的HP","","心 火 闇","","","无","无","进化","","不限","不限","0"
"493","古印度大龙 — Industra","文明龙","水","龙","15","5","50","883884","190","759","230","841","晚成","晚成","1250","500","龙族提升：攻击 — Drago-Rise: Assault","所有龙种族Unit的ATK提升至1.5倍","梅尔维尔：增强 — Melvillei: Boost","1回合内，所有水属性Unit的攻击力增强至1.25倍","","纳米级‧利维坦 — Nano-Leviathan","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水 水","フルドラゴアクアラア","对全体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水 水 水","","","无","无","","182 182 182","Lv.35或以上","不限","水"
"494","水明龙古印度大龙 — Industra, the Aqua Civilization Dragon","文明龙","水","龙","20","6","99","5000000","1060","1898","701","2102","晚成","晚成","1750","650","龙族提升：攻击Ⅱ — Drago-Rise: AssaultII","所有龙种族Unit的ATK提升至2.0倍","梅尔维尔：增强 — Melvillei: Boost","1回合内，所有水属性Unit的攻击力增强至1.25倍","","兆米级‧利维坦 — Tera-Leviathan","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","フルドラゴアクアスト","对全体敌人造成1.8倍ATK的水属性攻击","1.8","水 水 水 水 水","","","无","无","进化","","不限","不限","0"
"495","古埃及大龙 — Egyptra","文明龙","闇","龙","15","5","50","883884","184","736","234","858","晚成","晚成","1250","500","龙族提升：攻击 — Drago-Rise: Assault","所有龙种族Unit的ATK提升至1.5倍","拉塔托斯克：增强 — Ratatoskr: Boost","1回合内，所有闇属性Unit的攻击力增强至1.25倍","","纳米级‧尼德霍格 — Nano-Níðhöggr","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇 闇","フルドラゴダークラア","对全体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇 闇 闇","","","无","无","","185 185 185","Lv.35或以上","不限","闇"
"496","闇明龙古埃及大龙 — Egyptra, the Dark Civilization Dragon","文明龙","闇","龙","20","6","99","5000000","1028","1840","715","2145","晚成","晚成","1750","650","龙族提升：攻击Ⅱ — Drago-Rise: AssaultII","所有龙种族Unit的ATK提升至2.0倍","拉塔托斯克：增强 — Ratatoskr: Boost","1回合内，所有闇属性Unit的攻击力增强至1.25倍","","兆米级‧尼德霍格 — Tera-Níðhöggr","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇","フルドラゴダーケスト","对全体敌人造成1.8倍ATK的闇属性攻击","1.8","闇 闇 闇 闇 闇","","","无","无","进化","","不限","不限","0"
"497","美索不提亚 — Mesopotia","文明龙","无","龙","15","5","50","883884","187","746","235","860","晚成","晚成","1250","500","龙族提升：攻击 — Drago-Rise: Assault","所有龙种族Unit的ATK提升至1.5倍","虚空：增强 — Vanity: Boost","1回合内，所有无属性Unit的攻击力增强至1.25倍","","纳米级‧咬尾蛇 — Nano-Ouroboros","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无 无","フルドラゴノーンラア","对全体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无 无 无","","","无","无","","186 186 186","Lv.35或以上","不限","无"
"498","无明龙美索不提亚 — Mesopotia, the None Civilization Dragon","文明龙","无","龙","20","6","99","5000000","1042","1866","717","2150","晚成","晚成","1750","650","龙族提升：攻击Ⅱ — Drago-Rise: AssaultII","所有龙种族Unit的ATK提升至2.0倍","虚空：增强 — Vanity: Boost","1回合内，所有无属性Unit的攻击力增强至1.25倍","","兆米级‧咬尾蛇 — Tera-Ouroboros","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","フルドラゴノーンスト","对全体敌人造成1.8倍ATK的无属性攻击","1.8","无 无 无 无 无","","","无","无","进化","","不限","不限","0"
"499","亚美利加纳 — Americana","文明龙","火","龙","15","5","50","883884","188","751","238","872","晚成","晚成","1250","500","龙族提升：攻击 — Drago-Rise: Assault","所有龙种族Unit的ATK提升至1.5倍","伏尔坎：增强 — Vulcan: Boost","1回合内，所有火属性Unit的攻击力增强至1.25倍","","纳米级‧火蝾螈 — Nano-Salamander","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火 火","フルドラゴファイアラア","对全体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火 火 火","","","无","无","","181 181 181","Lv.35或以上","不限","火"
"500","炎明龙亚美利加纳 — Americana, the Fire Civilization Dragon","文明龙","火","龙","20","6","99","5000000","1049","1877","727","2180","晚成","晚成","1750","650","龙族提升：攻击Ⅱ — Drago-Rise: AssaultII","所有龙种族Unit的ATK提升至2.0倍","伏尔坎：增强 — Vulcan: Boost","1回合内，所有火属性Unit的攻击力增强至1.25倍","","兆米级‧火蝾螈 — Tera-Salamander","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","フルドラゴファイアスト","对全体敌人造成1.8倍ATK的火属性攻击","1.8","火 火 火 火 火","","","无","无","进化","","不限","不限","0"
"501","安地斯 — Anders","文明龙","风","龙","15","5","50","883884","185","740","237","867","晚成","晚成","1250","500","龙族提升：攻击 — Drago-Rise: Assault","所有龙种族Unit的ATK提升至1.5倍","米德加尔特：增强 — Midgard: Boost","1回合内，所有风属性Unit的攻击力增强至1.25倍","","纳米级‧耶梦加得 — Nano-Jörmungandr","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风 风","フルドラゴウィンダラア","对全体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风 风 风","","","无","无","","183 183 183","Lv.35或以上","不限","风"
"502","风明龙安地斯 — Anders, the Wind Civilization Dragon","文明龙","风","龙","20","6","99","5000000","1034","1850","722","2167","晚成","晚成","1750","650","龙族提升：攻击Ⅱ — Drago-Rise: AssaultII","所有龙种族Unit的ATK提升至2.0倍","米德加尔特：增强 — Midgard: Boost","1回合内，所有风属性Unit的攻击力增强至1.25倍","","兆米级‧耶梦加得 — Tera-Jörmungandr","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","フルドラゴウィンダスト","对全体敌人造成1.8倍ATK的风属性攻击","1.8","风 风 风 风 风","","","无","无","进化","","不限","不限","0"
"503","黄河妮亚 — Kougania","文明龙","光","龙","15","5","50","883884","180","720","231","847","晚成","晚成","1250","500","龙族提升：攻击 — Drago-Rise: Assault","所有龙种族Unit的ATK提升至1.5倍","巴尔蒙克：增强 — Balmung: Boost","1回合内，所有光属性Unit的攻击力增强至1.25倍","","纳米级‧法夫纳 — Nano-Fafnir","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光 光","フルドラゴライタラア","对全体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光 光 光","","","无","无","","184 184 184","Lv.35或以上","不限","光"
"504","光明龙黄河妮亚 — Kougania, the Light Civilization Dragon","文明龙","光","龙","20","6","99","5000000","1006","1800","706","2118","晚成","晚成","1750","650","龙族提升：攻击Ⅱ — Drago-Rise: AssaultII","所有龙种族Unit的ATK提升至2.0倍","巴尔蒙克：增强 — Balmung: Boost","1回合内，所有光属性Unit的攻击力增强至1.25倍","","兆米级‧法夫纳 — Tera-Fafnir","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","フルドラゴライテスト","对全体敌人造成1.8倍ATK的光属性攻击","1.8","光 光 光 光 光","","","无","无","进化","","不限","不限","0"
"505","初春饰利 — Kazari Uiharu","魔法禁书目录","火","人类","8","4","35","132934","265","771","150","572","平均","平均","175","100","十分厉害的骇客 — Shrewd Hacker","所有火属性Unit的HP提升至2.0倍","定温保存 — Thermal Hand","1回合内，所有火属性Unit的攻击力增强至1.25倍","","请不要放弃 — Please Don't Give Up","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","你是我的亲密朋友 — Cuz You are My Close Friend","对全体敌人造成1.0倍ATK的火属性攻击","1.0","火 火 火","","","无","魔法禁","","525 525","Lv.10或以上","不限","火"
"506","等级1‧初春饰利 — Level 1: Kazari Uiharu","魔法禁书目录","火","人类","15","5","99","779937","620","1461","467","953","平均","平均","275","230","十分厉害的骇客 — Shrewd Hacker","所有火属性Unit的HP提升至2.0倍","定温保存 — Thermal Hand","1回合内，所有火属性Unit的攻击力增强至1.25倍","","请交托给我 — Please Leave It to Me","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火","解除限制器 — Remove the Limiter","对全体敌人造成1.6倍ATK的火属性攻击","1.6","火 火 火","","","无","无","进化","","不限","不限","0"
"507","茵蒂克丝 — Index","魔法禁书目录","水","人类","8","4","35","132934","270","802","156","581","平均","平均","175","100","Dedicatus545","所有水属性Unit的HP提升至2.0倍","强制咏唱 — Spell Intercept","1回合内，减低伤害100%","","祈祷会传到 — The Pray Will Arrive","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","人也会因此得救 — Thus Human can be Saved","对全体敌人造成1.0倍ATK的水属性攻击","1.0","水 水 水","","","无","魔法禁","","526 526","Lv.10或以上","不限","水"
"508","魔道书图书馆‧茵蒂克丝 — Index Librorum Prohibitorum","魔法禁书目录","水","人类","15","5","99","779937","685","1593","481","984","平均","平均","275","230","Dedicatus545","所有水属性Unit的HP提升至2.0倍","强制咏唱 — Spell Intercept","1回合内，减低伤害100%","","以我们的祈祷 — With Our Pray","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水","必定能拯救 — We Shall Save","对全体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","无","无","进化","","不限","不限","0"
"509","白井黑子 — Kuroko Shirai","魔法禁书目录","风","人类","8","4","35","132934","290","791","178","650","平均","平均","175","100","风纪委员 — Member of Judgment","所有风属性Unit的ATK提升至2.0倍","空间移动 — Teleport","立即移动到终点","","お断りですわ","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","最后通告ですの","对全体敌人造成1.0倍ATK的风属性攻击","1.0","风 风 风","","","无","魔法禁","","527 527","Lv.10或以上","不限","风"
"510","等级4‧白井黑子 — Level 4: Kuroko Shirai","魔法禁书目录","风","人类","15","5","99","779937","699","1492","512","1061","平均","平均","275","230","风纪委员 — Member of Judgment","所有风属性Unit的ATK提升至2.0倍","空间移动 — Teleport","立即移动到终点","","叩き溃して差し上げますわ","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风","ジャッジメントですの","对全体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风","","","无","无","进化","","不限","不限","0"
"511","御坂美琴 — Mikoto Misaka","魔法禁书目录","光","人类","8","5","35","132934","301","899","185","771","平均","平均","275","230","电击使 — Electro-master","所有光属性Unit的HP和ATK提升至2.5倍","超电磁砲 — Railgun","使全体敌人HP减少25%","","私を谁だと思ってんの？","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","ちぇいさーっ！！","对单体敌人造成2.3倍ATK的光属性攻击","2.3","光 光 光 光","","","无","魔法禁","","528 528 528","Lv.35或以上","不限","光"
"512","等级5‧御坂美琴 — Level 5: Mikoto Misaka","魔法禁书目录","光","人类","15","6","99","5000000","781","1000","640","1386","平均","平均","630","500","电击使 — Electro-master","所有光属性Unit的HP和ATK提升至2.5倍","超电磁砲 — Railgun","使全体敌人HP减少25%","","迷ってるヒマはなさそうね","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光","戦う気があるなら拳を握れ","对单体敌人造成4.5倍ATK的光属性攻击","4.5","光 光 光 光","","","无","无","进化","","不限","不限","0"
"513","一方通行 — Accelerator","魔法禁书目录","闇","人类","8","5","35","132934","378","1114","212","930","平均","平均","275","230","一方通行 — Accelerator","所有闇属性Unit的ATK提升至2.5倍","黑翼 — Black Wings","对全体敌人造成50倍ATK的闇属性攻击","50","下三滥！ — Bastard!","对全体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","ンだァその逃げ腰は","对全体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇 闇 闇","","","无","魔法禁","","530 529 529","Lv.35或以上","不限","闇"
"514","等级5‧一方通行 — Level 5: Accelerator","魔法禁书目录","闇","人类","15","6","99","5000000","888","1719","748","1965","平均","平均","630","500","一方通行 — Accelerator","所有闇属性Unit的ATK提升至2.5倍","黑翼 — Black Wings","对全体敌人造成50倍ATK的闇属性攻击","50","下三滥！ — Bastard!","对全体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","前方的路是一方通行的 — That's One-way Ahead","对全体敌人造成1.8倍ATK的闇属性攻击","1.8","闇 闇 闇 闇 闇","","","无","无","进化","","不限","不限","0"
"515","上条当麻 — Tōma Kamijō","魔法禁书目录","无","人类","8","4","35","132934","348","816","171","693","平均","平均","175","100","不幸体质","所有人类种族Unit的ATK和HP提升至1.5倍","幻想杀手 — Imagine Breaker","1回合内，减低伤害100%","","不幸啊","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","いい加减に始めようぜ","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","无","魔法禁","","530 530","Lv.10或以上","不限","无"
"516","等级0‧上条当麻 — Level 0: Tōma Kamijō","魔法禁书目录","无","人类","15","5","99","779937","737","1651","594","1202","平均","平均","275","230","不幸体质","所有人类种族Unit的ATK和HP提升至1.5倍","幻想杀手 — Imagine Breaker","1回合内，减低伤害100%","","给我咬紧牙根吧","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无","将这个无聊的幻想杀掉!!","对单体敌人造成2.3倍ATK的无属性攻击","2.3","无 无 无","","","无","无","进化","","不限","不限","0"
"517","鸣护艾丽莎 — Alisa Meigo","魔法禁书目录","光","人类","8","4","50","132934","363","834","166","747","平均","平均","175","100","恩底弥翁的奇蹟 — Endymion's Miracle","所有光属性Unit的HP和ATK提升至1.5倍","奇蹟的歌声","回复25%的HP","","歌いたいよ","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","今の私の梦かな","回复15%的HP","","心 心 光","","","无","魔法禁","","528 528","Lv.10或以上","不限","光"
"518","歌姬‧鸣护艾丽莎 — Diva: Alisa Meigo","魔法禁书目录","光","人类","15","5","99","779937","741","1680","575","1177","平均","平均","275","230","恩底弥翁的奇蹟 — Endymion's Miracle","所有光属性Unit的HP和ATK提升至1.5倍","奇蹟的歌声","回复25%的HP","","私は歌います","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光","奇蹟の歌を","回复25%的HP","","心 心 光","","","无","无","进化","","不限","不限","0"
"519","米夏=克洛伊洁芙 — Misha Kruezhev","魔法禁书目录","水","人类","15","4","50","779937","324","1293","177","952","平均","平均","275","230","神之力 — Gabriel","战斗时，每回合回复5% HP","天体制御","1回合内，所有水属性Unit的攻击力增强至1.25倍","","水翼","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","Mem Tet Lamed Zayin","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水 水","","","无","无","","","不限","不限","0"
"520","欧莉安娜=汤森 — Oriana Thomson","魔法禁书目录","无","人类","15","4","50","779937","312","1408","282","931","平均","平均","275","230","Basis104","减低来自任何属性的伤害15%","速记原典 — Shorthand","1回合内，所有无属性Unit的攻击力增强至1.25倍","","昏睡之风 — Drop Rest","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","明色之切断斧 — Blade Crater","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","无","无","","","不限","不限","0"
"521","土御门元春 — Motoharu Tsuchimikado","魔法禁书目录","无","人类","15","4","50","779937","336","1246","168","788","平均","平均","275","230","Fallere825","所有无属性Unit的HP提升至1.5倍","肉体再生 — Auto-Rebirth","回复15%的HP","","黑之式","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 无","赤之式","对全体敌人造成1.0倍ATK的火属性攻击","1.0","火 无","","","无","无","","","不限","不限","0"
"522","史提尔=马格努斯 — Stiyl Magnus","魔法禁书目录","火","人类","15","5","50","779937","295","1192","299","912","平均","平均","275","230","Fortis931","所有火属性Unit的ATK提升至1.5倍","魔女狩猎之王 — Innocentius","对全体敌人造成10倍ATK的火属性攻击","10","炎剑","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火","吸血猎杀红十字 — Squeamish Bloody Rood","对单体敌人造成2.3倍ATK的火属性攻击","2.3","火 火 火","","","无","无","","","不限","不限","0"
"523","神裂火织 — Kaori Kanzaki","魔法禁书目录","无","人类","35","6","99","5000000","360","1569","356","1411","平均","平均","275","230","Salvare000","所有无属性Unit的HP和ATK提升至1.5倍","唯闪","对单体敌人造成15倍ATK的无属性攻击","15","やりますね","对全体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","七闪","对单体敌人造成2.3倍ATK的无属性攻击","2.3","无 无 无 无 无","","","无","无","","","不限","不限","0"
"524","风斩冰华 — Hyōka Kazakiri","魔法禁书目录","无","人类","35","6","99","5000000","420","1640","223","1010","平均","平均","275","230","AIM扩散力场 — AIM Field","战斗时，每回合回复5% HP","正体不明 — Counter Stop","回复4格SP","","友达だから","对全体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","","","","","虚数学区‧五行机关","回避Lv3或以下的所有陷阱","无","无","","","不限","不限","0"
"525","御坂妹：炎 — Sister: Fire","魔法禁书目录","火","人类","5","3","30","18282","319","518","101","252","平均","平均","410","80","御坂网络 — Misaka Network","所有人类种族Unit的ATK提升至1.3倍","缺陷电气 — Radio Noise","对全体敌人造成5倍ATK的光属性攻击","5","铳击：火","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","雷击之枪","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"526","御坂妹：水 — Sister: Aqua","魔法禁书目录","水","人类","5","3","30","18282","276","490","88","270","平均","平均","410","80","御坂网络 — Misaka Network","所有人类种族Unit的ATK提升至1.3倍","缺陷电气 — Radio Noise","对全体敌人造成5倍ATK的光属性攻击","5","铳击：水","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","雷击之枪","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"527","御坂妹：风 — Sister: Wind","魔法禁书目录","风","人类","5","3","30","18282","310","663","89","275","平均","平均","410","80","御坂网络 — Misaka Network","所有人类种族Unit的ATK提升至1.3倍","缺陷电气 — Radio Noise","对全体敌人造成5倍ATK的光属性攻击","5","铳击：风","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","雷击之枪","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"528","御坂妹：光 — Sister: Light","魔法禁书目录","光","人类","5","3","30","18282","345","722","111","294","平均","平均","410","80","御坂网络 — Misaka Network","所有人类种族Unit的ATK提升至1.3倍","缺陷电气 — Radio Noise","对全体敌人造成5倍ATK的光属性攻击","5","铳击：光","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","雷击之枪","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"529","御坂妹：闇 — Sister: Dark","魔法禁书目录","闇","人类","5","3","30","18282","301","691","95","283","平均","平均","410","80","御坂网络 — Misaka Network","所有人类种族Unit的ATK提升至1.3倍","缺陷电气 — Radio Noise","对全体敌人造成5倍ATK的光属性攻击","5","铳击：闇","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","雷击之枪","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光 光","","","无","无","","","不限","不限","0"
"530","最后之作 — Last Order","魔法禁书目录","无","人类","5","4","30","18282","357","729","116","340","平均","平均","410","80","最终信号","所有人类种族Unit的ATK提升至1.3倍","缺陷电气 — Radio Noise","对全体敌人造成5倍ATK的光属性攻击","5","必杀バタ足攻撃","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","ミサカが守ってあげるんだ","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","无","无","","","不限","不限","0"
"531","硝酸甘油 — Nitro","主线乱入","无","龙","50","5","50","883884","701","1402","472","2039","晚成","晚成","275","150","","","","","","龙牙 — Dragon Fang","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","龙爪 — Dragon Claw","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","无","无","","186 186 186","Lv.35或以上","不限","无"
